area,spell_id,name,rank,family,dmg_class,school_mask,cast_ms,base_cast_ms,gcd_ms,gcd_category,cooldown_ms,category_cooldown_ms,duration_ms,max_duration_ms,stacks,tick_ms,speed,max_targets,binary,channeled,ranged_slot,auto_repeat,resets_swing,haste_gcd,haste_periodic,no_active_defense,always_hit,positive,passive,proc_ppm,proc_chance,proc_icd_ms,triggers,scripts,sim_refs
encounters,62478,Frozen Blows,,0,0,16,0,0,0,0,0,0,20000,20000,0,2000,0,0,no,no,no,no,yes,no,no,no,no,no,no,0,100,0,62867 64544,,sim/encounters/ulduar/hodir_ai.go:310 sim/encounters/ulduar/hodir_ai.go:321
druid,62606,Savage Defense,,7,0,8,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_dru_savage_defense,sim/druid/savage_defense.go:17
encounters,62807,Starlight,,0,0,1,0,0,0,0,0,0,60000,60000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_hodir_starlight_aura,sim/encounters/ulduar/hodir_ai.go:265
encounters,62821,Toasty Fire,,0,0,1,0,0,0,0,0,0,60000,60000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,33,0,65280,spell_hodir_toasty_fire_aura,sim/encounters/ulduar/hodir_ai.go:216
encounters,62867,Frozen Blows,,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/ulduar/hodir_ai.go:347 sim/encounters/ulduar/hodir_ai.go:369
warlock,63167,Decimation,,5,1,1,0,0,0,0,0,0,10000,10000,0,0,23,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/talents.go:175
warlock,63244,Pyroclasm,,0,1,4,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/talents.go:215
common/wotlk,63250,Jouster's Fury,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:299 sim/common/wotlk/stat_bonus_procs.go:311
warlock,63321,Life Tap,,5,1,4,0,0,0,0,0,0,40000,40000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/talents.go:99
encounters,63511,Frozen Blows,,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/ulduar/hodir_ai.go:347 sim/encounters/ulduar/hodir_ai.go:369
encounters,63512,Frozen Blows,,0,0,16,0,0,0,0,0,0,20000,20000,0,2000,0,0,no,no,no,no,yes,no,no,no,no,no,no,0,100,0,63511 64545,,sim/encounters/ulduar/hodir_ai.go:310 sim/encounters/ulduar/hodir_ai.go:321
priest,63543,Empowered Renew,Rank 3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/priest/renew.go:16
deathknight,63560,Ghoul Frenzy,,15,1,8,0,0,1500,133,10000,0,30000,30000,0,3000,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/deathknight/ghoul_frenzy.go:15 sim/deathknight/ghoul_frenzy.go:65 sim/deathknight/ghoul_frenzy.go:71
priest,63619,Shadowcrawl,,6,0,64,0,0,1500,133,6000,0,5000,5000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,35779,,sim/priest/serverdata_allowlist.go:8 sim/priest/serverdata_allowlist.go:10 sim/priest/shadowfiend_pet.go:43
hunter,63672,Black Arrow,Rank 6,9,3,32,0,-1000000,1500,133,0,30000,15000,15000,0,3000,40,0,yes,no,yes,no,no,no,no,no,no,no,no,,,,,,sim/hunter/black_arrow.go:15
priest,63675,Improved Devouring Plague,,6,1,32,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/priest/devouring_plague.go:20
encounters,63711,Storm Power,,0,0,8,0,0,0,0,0,0,30000,30000,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,no,,,,,spell_hodir_storm_power_aura,sim/encounters/ulduar/hodir_ai.go:288
priest,63737,Serendipity,Rank 3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,100,63734,,sim/priest/talents.go:290
warlock,64371,Eradication,,5,1,32,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/talents.go:249
core warrior,64382,Shattering Throw,,4,2,1,1500,1500,1500,133,300000,0,10000,10000,0,0,50,0,yes,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/core/buffs.go:1064 sim/core/debuffs.go:681 sim/core/serverdata_allowlist.go:29 +4 more
common/wotlk,64411,Blessing of Ancient Kings,,3,1,1,0,0,0,0,0,0,15000,15000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_item_blessing_of_ancient_kings,sim/common/wotlk/other_effects.go:21 sim/common/wotlk/other_effects.go:318 sim/common/wotlk/other_effects.go:345
encounters,64412,Phase Punch,,0,0,64,0,0,0,0,0,0,45000,45000,5,1000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_algalon_phase_punch_aura,sim/encounters/ulduar/algalon25_ai.go:102
common/wotlk,64413,Protection of Ancient Kings,,3,0,8,0,0,0,0,0,0,8000,8000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:22 sim/common/wotlk/other_effects.go:319 sim/common/wotlk/other_effects.go:324
common/wotlk,64415,Val'anyr Hammer of Ancient Kings - Equip Effect,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,10,45000,64411,spell_item_valanyr_hammer_of_ancient_kings,sim/common/wotlk/other_effects.go:20 sim/common/wotlk/other_effects.go:317
hunter,64495,Furious Howl,Rank 6,9,2,1,0,0,0,0,40000,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_hun_target_self_and_pet,sim/hunter/pet_abilities.go:325
common/wotlk,64568,Blood Reserve,,0,0,1,0,0,0,0,0,0,20000,20000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_item_blood_draining_enchant,sim/common/wotlk/enchant_effects.go:465
common/wotlk,64569,Blood Reserve,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:461
common/wotlk,64571,Blood Draining,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,50,10000,64568,,sim/common/wotlk/enchant_effects.go:21 sim/common/wotlk/enchant_effects.go:458
encounters,64592,Quantum Strike,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/ulduar/algalon25_ai.go:73
encounters,64596,Cosmic Smash,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_algalon_cosmic_smash_damage,sim/encounters/ulduar/algalon25_ai.go:163
shaman,64701,Elemental Mastery,,0,1,8,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/talents.go:190
common/wotlk,64713,Flame of the Heavens,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/common/wotlk/stat_bonus_procs.go:355
common/wotlk,64714,Flame of the Heavens,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,10,45000,64713,,sim/common/wotlk/stat_bonus_procs.go:361
common/wotlk,64738,Show of Faith,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,10,50000,64739,,sim/common/wotlk/stat_bonus_procs.go:371
common/wotlk,64739,Show of Faith,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:366
common/wotlk,64741,Pandora's Plea,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/common/wotlk/stat_bonus_procs.go:334
common/wotlk,64742,Pandora's Plea,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,10,45000,64741,,sim/common/wotlk/stat_bonus_procs.go:339
common/wotlk,64772,Comet's Trail,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:376
common/wotlk,64786,Comet's Trail,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,15,45000,64772,,sim/common/wotlk/stat_bonus_procs.go:382
common/wotlk,64790,Blood of the Old God,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:344
common/wotlk,64792,Blood of the Old God,,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,10,50000,64790,,sim/common/wotlk/stat_bonus_procs.go:350
druid,64823,Elune's Wrath,,7,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,101,0,,,sim/druid/insect_swarm.go:22
hunter,64860,Item - Hunter T8 4P Bonus,,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,10,45000,64861,,sim/hunter/wotlk_items.go:55
mage,64868,Praxis,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/mage/items.go:46
paladin,64883,Aegis,,0,0,1,0,0,0,0,0,0,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/paladin/shield_of_righteousness.go:13
priest,64901,Hymn of Hope,,6,1,2,0,0,1500,133,360000,0,8000,8000,0,2000,0,0,no,yes,no,no,yes,yes,yes,no,no,yes,no,,,,64904,,sim/priest/hymn_of_hope.go:12
priest,64907,Devious Mind,,0,1,1,0,0,0,0,0,0,4000,4000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/priest/items.go:66
priest,64912,Item - Priest T8 Healer 4P Bonus,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,64911,,sim/priest/items.go:92
rogue,64913,Energized,Rank 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/rogue/poisons.go:35
shaman,64930,Electrified,,11,0,8,0,0,0,0,0,0,4000,4000,0,2000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/shaman/lightning_bolt.go:33
warrior,64937,Heightened Reflexes,,0,1,1,0,0,0,0,0,0,5000,5000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warrior/items.go:183
druid,64951,Primal Wrath,Rank 5,0,0,8,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:419
deathknight,64963,Shadow of Death,Rank 5,0,0,8,0,0,0,0,0,0,5000,5000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:621
common/wotlk,65000,Meteoric Inspiration,,0,0,64,0,0,0,0,0,0,-1,-1,20,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:328
common/wotlk,65002,Bonus Mana Regen,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,10,50000,65003,,sim/common/wotlk/stat_bonus_procs.go:402
common/wotlk,65003,Memories of Love,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:397
common/wotlk,65004,Alacrity of the Elements,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:387
common/wotlk,65005,Alacrity of the Elements,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,10,45000,65004,,sim/common/wotlk/stat_bonus_procs.go:392
common/wotlk,65006,Eye of the Broodmother,,0,0,1,0,0,0,0,0,0,10000,10000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:220
common/wotlk,65013,Pyrite Infusion,,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,10,50000,65014,,sim/common/wotlk/stat_bonus_procs.go:329
common/wotlk,65014,Pyrite Infusion,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:323
common/wotlk,65019,Mjolnir Runestone,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:407
common/wotlk,65020,Mjolnir Runestone,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,15,45000,65019,,sim/common/wotlk/stat_bonus_procs.go:413
common/wotlk,65024,Implosion,,0,1,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:418
common/wotlk,65025,Dark Matter,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,15,45000,65024,,sim/common/wotlk/stat_bonus_procs.go:424
encounters,65108,Black Hole Explosion,,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/ulduar/algalon25_ai.go:131
paladin,65182,Increased Block,,0,0,1,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/paladin/items.go:476
encounters,65280,Singed,,0,0,4,0,0,0,0,0,0,25000,25000,25,0,24,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/ulduar/hodir_ai.go:236
druid,65861,Force of Nature,,0,0,8,0,0,1500,133,180000,0,30000,30000,0,200,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/druid/force_of_nature.go:17 sim/druid/force_of_nature.go:21
encounters,66012,Freezing Slash,,0,0,16,0,0,0,0,0,0,3000,3000,0,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,,sim/encounters/toc/anub25h_ai.go:69
encounters,66118,Leeching Swarm,,0,0,8,1500,1500,0,0,0,0,-1,-1,0,1000,30,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_gen_leeching_swarm_aura,sim/encounters/toc/anub25h_ai.go:119
paladin,66233,Ardent Defender,,10,0,2,0,0,0,0,0,0,120000,120000,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/paladin/talents.go:257 sim/paladin/talents.go:263
encounters,66330,Staggering Stomp,,0,0,1,500,500,0,0,0,0,8000,8000,0,0,0,0,no,no,no,no,yes,no,no,yes,yes,no,no,,,,,,sim/encounters/toc/gormok25h_ai.go:156
encounters,66331,Impale,,0,2,1,0,0,0,0,0,0,30000,30000,10,2000,0,0,no,no,no,no,yes,no,no,yes,yes,no,no,,,,,,sim/encounters/toc/gormok25h_ai.go:87
encounters,66636,Rising Anger,,0,0,1,0,0,0,0,0,0,-1,-1,99,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/encounters/toc/gormok25h_ai.go:194
deathknight,66803,Desolation,,15,0,32,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/talents_unholy.go:212
shaman,66842,Call of the Elements,,0,0,0,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/totems.go:157
deathknight,67117,Unholy Might,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:114
rogue,67209,Item - Rogue T9 2P Bonus (Rupture),,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,2,15000,67210,,sim/rogue/items.go:45 sim/rogue/items.go:49
druid,67354,Evasion,Rank 5,0,0,8,0,0,0,0,0,0,9000,9000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:450
druid,67355,Agile,,0,0,8,0,0,0,0,0,0,16000,16000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:451
druid,67360,Blessing of the Moon Goddess,,0,0,8,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:544
paladin,67365,Item - Paladin T9 Retribution Relic (Seal of Vengeance),,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,70,8000,67371,,sim/paladin/items.go:411
deathknight,67380,Evasion,Rank 1,0,0,8,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:637
deathknight,67383,Unholy Force,Rank 1,0,0,8,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:322
shaman,67385,Energized,,0,0,8,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/items_wotlk.go:114
shaman,67391,Volcanic Fury,,0,0,8,0,0,0,0,0,0,18000,18000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/items.go:145
mage,67545,Empowered Fire,,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/mage/ignite.go:86
common/wotlk,67631,Aegis,,0,1,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:453
common/wotlk,67667,Coliseum 5 Healer Trinket,,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,25,45000,67666,,sim/common/wotlk/other_effects.go:581
common/wotlk,67669,Elusive Power,,0,1,64,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:429
common/wotlk,67671,Fury,,0,1,64,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:441
common/wotlk,67696,Energized,,0,0,1,0,0,0,0,0,0,10000,10000,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:232 sim/common/wotlk/stat_bonus_stacking.go:250
common/wotlk,67703,Paragon,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:135
common/wotlk,67708,Paragon,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:134
common/wotlk,67723,Escalation,,0,0,1,0,0,0,0,0,0,-1,-1,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:409 sim/common/wotlk/stat_bonus_stacking.go:453
common/wotlk,67727,Hardened,,0,0,1,0,0,0,0,0,0,-1,-1,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:385 sim/common/wotlk/stat_bonus_stacking.go:499
common/wotlk,67735,Volatility,,0,0,1,0,0,0,0,0,0,-1,-1,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:363 sim/common/wotlk/stat_bonus_stacking.go:431
common/wotlk,67737,Risen Fury,,0,0,1,0,0,0,0,0,0,-1,-1,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:339 sim/common/wotlk/stat_bonus_stacking.go:475
common/wotlk,67739,Escalation,,0,0,1,0,0,0,0,0,0,-1,-1,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:420 sim/common/wotlk/stat_bonus_stacking.go:464
common/wotlk,67741,Hardened,,0,0,1,0,0,0,0,0,0,-1,-1,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:397 sim/common/wotlk/stat_bonus_stacking.go:511
common/wotlk,67743,Volatility,,0,0,1,0,0,0,0,0,0,-1,-1,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:374 sim/common/wotlk/stat_bonus_stacking.go:442
common/wotlk,67746,Risen Fury,,0,0,1,0,0,0,0,0,0,-1,-1,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:351 sim/common/wotlk/stat_bonus_stacking.go:487
common/wotlk,67750,Energized,,0,0,1,0,0,0,0,0,0,10000,10000,8,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:241 sim/common/wotlk/stat_bonus_stacking.go:259
common/wotlk,67772,Paragon,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:140
common/wotlk,67773,Paragon,,0,0,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/highest_stat_effects.go:139
warrior,68051,Overpower Ready!,,4,0,1,0,0,0,0,0,0,6000,6000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/warrior/overpower.go:30
paladin,68055,Judgements of the Just,Rank 1,10,2,2,0,0,0,0,0,0,20000,20000,0,0,0,0,no,no,no,no,no,no,no,yes,yes,no,no,,,,,,sim/paladin/talents.go:516
hunter,68130,Greatness,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/hunter/wotlk_items.go:101
encounters,69409,Soul Reaper,,0,0,32,0,0,0,0,0,0,5000,5000,0,5000,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_the_lich_king_soul_reaper_aura,sim/encounters/icc/lichking25h_ai.go:80
encounters,69410,Soul Reaper,,0,0,32,0,0,0,0,0,0,5000,5000,0,0,20,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/encounters/icc/lichking25h_ai.go:69
encounters,69649,Frost Breath,,0,1,16,1500,1500,0,0,0,0,90000,90000,6,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_sindragosa_frost_breath,sim/encounters/icc/sindragosa25h_ai.go:261
common/wotlk,69729,Searing Flames,,10,1,4,0,0,0,0,0,0,12000,12000,0,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/common/wotlk/item_sets.go:37
common/wotlk,69730,Searing Flames,,10,1,4,0,0,0,0,0,0,12000,12000,0,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/common/wotlk/item_sets.go:41
common/wotlk,69733,Cauterizing Heal,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/item_sets.go:84
common/wotlk,69734,Cauterizing Heal,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/item_sets.go:89
encounters,70084,Frost Aura,,0,1,16,0,0,0,0,0,0,-1,-1,0,3000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/icc/sindragosa25h_ai.go:208
encounters,70106,Chilled to the Bone,,0,0,16,0,0,0,0,0,0,8000,8000,99,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/encounters/icc/sindragosa25h_ai.go:96
encounters,70127,Mystic Buffet,,0,0,64,0,0,0,0,0,0,8000,8000,99,4000,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_sindragosa_mystic_buffet,sim/encounters/icc/sindragosa25h_ai.go:170
deathknight,70654,Blood Armor,,0,0,32,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:258
deathknight,70657,Advantage,Rank 5,15,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:213
druid,70718,Item - Druid T10 Balance 2P Bonus,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/druid/talents.go:307
hunter,70727,Item - Hunter T10 2P Bonus,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,5,0,70728,,sim/hunter/wotlk_items.go:141
hunter,70730,Item - Hunter T10 4P Bonus,,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,5,0,71007,,sim/hunter/wotlk_items.go:171
mage,70748,Item - Mage T10 4P Bonus,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,70747,,sim/mage/mirror_image.go:18
mage,70752,Item - Mage T10 2P Bonus,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/mage/items.go:112
paladin,70765,Item - Paladin T10 Retribution 2P Bonus,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,40,0,70769,,sim/paladin/items.go:101
priest,70770,Item - Priest T10 Healer 2P Bonus,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,33,0,,spell_pri_t10_heal_2p_bonus,sim/priest/items.go:157
rogue,70802,Mayhem,Rank 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/talents.go:76
